username#discrim,current streak,max streak
Sniff some of this#4201,0,0
Cygnus#8556,0,12
Intallica#0839,0,9
trav#4599,0,3
nycticorax#9895,0,0
elpaccamon#2602,0,20
Chino#5376,0,18
koreankimbapkim#1055,0,36
chewy#6310,0,2
FlamingFawkes#3399,0,0
Adrian Maliackel#9414,0,0
hotsaucebirbchopsuey#1716,0,4
EraserBird#0520,0,0
Darth Ginger#2035,0,30
press f for uwu#5417,0,5
amie#1273,0,0
Grape#0126,0,10
Lead (II) Chloride#9920,0,0
username#5275,0,0
User Unavailable,0,0
Sulebo#4249,0,3
me_cool#9237,0,0
User Unavailable,0,0
jhu123#5280,0,4
Nkp361#4356,0,1
mtlin11#7203,0,95
Farhaan Ahmed#8114,0,16
archedbug#1539,0,2
techsquid#7041,0,0
DanglesBanana#0748,0,0
weed is 4 cats#0236,0,1
CookieMeeps#8449,0,0
User Unavailable,0,0
User Unavailable,0,1
tfdan#1572,0,0
andrew#0774,0,0
wearymagpie#5668,0,8
DragoXqwas#9794,0,9
Nicholas Kao#2847,0,8
TheLazerMinigun#8701,0,0
ChoiChoi#4734,0,3
KhoiFIsh17#3292,0,19
Bob the great e#8924,0,0
fourslices#9608,0,40
PM2017#7396,0,1
dragonbookreader#4028,0,0
Papa p#8354,0,2
Crypto_Maniac117#4015,0,0
JC#4757,0,0
Fossilsguy#6227,0,0
Chris2004#2794,0,1
shadowing#0926,0,0
ManyBoxes#4532,0,0
Nin#6104,0,9
Touwfoo#7358,0,0
PrimalVortechs#8958,0,132
theAverageAchiever#1551,0,1
chip#1622,0,1
sunny#0087,0,0
tai yang#4480,0,5
davidwu1011#1981,0,0
☆irina★#0882,0,3
Ninja Nae Nae#1337,0,0
dan.k.memes#5912,0,1
User Unavailable,0,0
Ebomber#7404,0,0
person_v1.32#7883,0,8
Moon Aven#7715,0,1
oogabooga#8270,0,0
beanie#2680,0,10
User Unavailable,0,0
MumuC#7225,0,74
boxer#9029,0,0
Clashingcougar#4311,0,0
Umaroth#0308,0,0
shinysw#4619,0,0
Maestro#2484,0,2
Austin_____#8839,0,0
User Unavailable,0,0
LeGooey#6854,0,0
Diac#4319,0,0
404ic#9144,0,2
dc1mousavi#9805,0,1
Blundering Fool#6164,0,0
Arman#5485,0,0
monitor#6806,0,18
User Unavailable,0,6
gani#4402,0,0
PotentLoaf#9456,0,0
Nick#9110,0,0
User Unavailable,0,0
User Unavailable,0,3
